"domain","cc","object_domain","object_loc_cc","cdn_domain"
"247ureports.com","NG","pagead2.googlesyndication.com","US-CA","googlesyndication."
"263chat.com","ZW","i1.wp.com","US-CA","wp.com"
"263chat.com","ZW","stats.wp.com","US-CA","wp.com"
"263chat.com","ZW","secure.gravatar.com","US-CA","gravatar.com"
"263chat.com","ZW","i2.wp.com","US-CA","wp.com"
"263chat.com","ZW","s0.wp.com","US-CA","wp.com"
"263chat.com","ZW","i0.wp.com","US-CA","wp.com"
"7sur7.cd","CD","stats.wp.com","US-CA","wp.com"
"7sur7.cd","CD","s.gravatar.com","US-CA","gravatar.com"
"7sur7.cd","CD","i2.wp.com","US-CA","wp.com"
"7sur7.cd","CD","s0.wp.com","US-CA","wp.com"
"7sur7.cd","CD","i0.wp.com","US-CA","wp.com"
"7sur7.cd","CD","i1.wp.com","US-CA","wp.com"
"abcafricanews.com","UG","i1.wp.com","US-CA","wp.com"
"abcafricanews.com","UG","s0.wp.com","US-CA","wp.com"
"abcafricanews.com","UG","i0.wp.com","US-CA","wp.com"
"abcafricanews.com","UG","i2.wp.com","US-CA","wp.com"
"abcafricanews.com","UG","stats.wp.com","US-CA","wp.com"
"abidjantv.net","CI","s.gravatar.com","US-CA","gravatar.com"
"abidjantv.net","CI","lago2.egroup.netdna-cdn.com","US","netdna-cdn.com"
"abidjantv.net","CI","stats.wp.com","US-CA","wp.com"
"abidjantv.net","CI","lago2.egroup.netdna-cdn.com","US-TX","netdna-cdn.com"
"abidjantv.net","CI","s0.wp.com","US-CA","wp.com"
"acpcongo.com","CD","s0.wp.com","US-CA","wp.com"
"acpcongo.com","CD","i1.wp.com","US-CA","wp.com"
"acpcongo.com","CD","i2.wp.com","US-CA","wp.com"
"acpcongo.com","CD","stats.wp.com","US-CA","wp.com"
"acpcongo.com","CD","s.gravatar.com","US-CA","gravatar.com"
"acpcongo.com","CD","i0.wp.com","US-CA","wp.com"
"africanreporter.co.za","ZA","www.facebook.com","IE","facebook.com"
"africanreporter.co.za","ZA","www.google.com","US-CA","google."
"ain-oulmene.com","DZ","s.gravatar.com","US-CA","gravatar.com"
"ain-oulmene.com","DZ","stats.wp.com","US-CA","wp.com"
"ain-oulmene.com","DZ","s0.wp.com","US-CA","wp.com"
"akhbarachark.dz","DZ","1.gravatar.com","US-CA","gravatar.com"
"akhbarachark.dz","DZ","2.gravatar.com","US-CA","gravatar.com"
"akhbarachark.dz","DZ","0.gravatar.com","US-CA","gravatar.com"
"akhbarelyom.com","EG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"akhbarelyom.com","EG","ajax.cloudflare.com","US","cloudflare.com"
"albertonrecord.co.za","ZA","www.google.com","US-CA","google."
"albertonrecord.co.za","ZA","www.facebook.com","IE","facebook.com"
"alexnews.co.za","ZA","www.google.com","US-CA","google."
"alexnews.co.za","ZA","www.facebook.com","IE","facebook.com"
"algerienetwork.com","DZ","img.youtube.com","US-CA","youtube."
"algerienetwork.com","DZ","2.gravatar.com","US-CA","gravatar.com"
"allsbc.com","SO","s.gravatar.com","US-CA","gravatar.com"
"allsbc.com","SO","stats.wp.com","US-CA","wp.com"
"allsbc.com","SO","s0.wp.com","US-CA","wp.com"
"alnabaa.tv","LY","s.yimg.com","GB","yimg."
"aminata.com","GQ","secure.gravatar.com","US-CA","gravatar.com"
"aminata.com","GQ","securepubads.g.doubleclick.net","US-CA","doubleclick.net"
"aminata.com","GQ","pagead2.googlesyndication.com","US-CA","googlesyndication."
"aminata.com","GQ","www.facebook.com","IE","facebook.com"
"angolanas.net","AO","www.google.com","US-CA","google."
"ar.leaders.com.tn","TN","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"atoptogo.blogspot.com","TG","apis.google.com","US-CA","google."
"awate.com","ER","pagead2.googlesyndication.com","US-CA","googlesyndication."
"bedfordviewedenvalenews.co.za","ZA","www.google.com","US-CA","google."
"bedfordviewedenvalenews.co.za","ZA","www.facebook.com","IE","facebook.com"
"benonicitytimes.co.za","ZA","www.facebook.com","IE","facebook.com"
"benonicitytimes.co.za","ZA","www.google.com","US-CA","google."
"bereamail.co.za","ZA","www.facebook.com","IE","facebook.com"
"bereamail.co.za","ZA","www.google.com","US-CA","google."
"bizwatchnigeria.ng","NG","apis.google.com","US-CA","google."
"bizwatchnigeria.ng","NG","stats.wp.com","US-CA","wp.com"
"bizwatchnigeria.ng","NG","s0.wp.com","US-CA","wp.com"
"blanknewsonline.wordpress.com","NG","0.gravatar.com","US-CA","gravatar.com"
"blanknewsonline.wordpress.com","NG","pixel.wp.com","US-CA","wp.com"
"blanknewsonline.wordpress.com","NG","s1.wp.com","US-CA","wp.com"
"blanknewsonline.wordpress.com","NG","blanknewsonline.files.wordpress.com","US-CA","wordpress.com"
"blanknewsonline.wordpress.com","NG","s2.wp.com","US-CA","wp.com"
"boksburgadvertiser.co.za","ZA","www.google.com","US-CA","google."
"boksburgadvertiser.co.za","ZA","www.facebook.com","IE","facebook.com"
"brakpanherald.co.za","ZA","www.google.com","US-CA","google."
"brakpanherald.co.za","ZA","www.facebook.com","IE","facebook.com"
"bulawayo24.com","ZW","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"burundi-24.com","BI","cdn.jsdelivr.net","US","cdn.jsdelivr.net"
"businessdayonline.com","NG","cdnjs.cloudflare.com","US","cloudflare.com"
"businessnews.com.ng","NG","1.gravatar.com","US-CA","gravatar.com"
"businessnews.com.ng","NG","0.gravatar.com","US-CA","gravatar.com"
"buzzghana.com","GH","s0.wp.com","US-CA","wp.com"
"buzzghana.com","GH","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"buzzghana.com","GH","stats.wp.com","US-CA","wp.com"
"buzzkenya.com","KE","stats.wp.com","US-CA","wp.com"
"buzzkenya.com","KE","s0.wp.com","US-CA","wp.com"
"buzznigeria.com","NG","stats.wp.com","US-CA","wp.com"
"buzznigeria.com","NG","s0.wp.com","US-CA","wp.com"
"buzznigeria.com","NG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"buzzsouthafrica.com","ZA","s0.wp.com","US-CA","wp.com"
"buzzsouthafrica.com","ZA","secure.gravatar.com","US-CA","gravatar.com"
"buzzsouthafrica.com","ZA","stats.wp.com","US-CA","wp.com"
"buzzsouthafrica.com","ZA","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"capitalradio.co.ug","UG","s0.wp.com","US-CA","wp.com"
"citybuzz.co.za","ZA","www.facebook.com","IE","facebook.com"
"citybuzz.co.za","ZA","www.google.com","US-CA","google."
"comarochronicle.co.za","ZA","www.facebook.com","IE","facebook.com"
"comarochronicle.co.za","ZA","www.google.com","US-CA","google."
"completesportsnigeria.com","NG","stats.wp.com","US-CA","wp.com"
"completesportsnigeria.com","NG","s0.wp.com","US-CA","wp.com"
"completesportsnigeria.com","NG","img.youtube.com","US-CA","youtube."
"congo-liberty.com","CG","s.gravatar.com","US-CA","gravatar.com"
"congo-liberty.com","CG","stats.wp.com","US-CA","wp.com"
"congo-liberty.com","CG","s0.wp.com","US-CA","wp.com"
"cyberzena.com","ET","www.google.com","US-CA","google."
"cyberzena.com","ET","d1lxhc4jvstzrp.cloudfront.net","US-WA","cloudfront.net"
"dailypost.ng","NG","cdnjs.cloudflare.com","US","cloudflare.com"
"dailyreviewonline.com.ng","NG","d1lxhc4jvstzrp.cloudfront.net","US-WA","cloudfront.net"
"dailyreviewonline.com.ng","NG","www.google.com","US-CA","google."
"dailystar.com.ng","NG","cdnjs.cloudflare.com","US","cloudflare.com"
"desertherald.com","NG","i1.wp.com","US-CA","wp.com"
"desertherald.com","NG","i0.wp.com","GB","wp.com"
"desertherald.com","NG","s.gravatar.com","US-CA","gravatar.com"
"desertherald.com","NG","stats.wp.com","US-CA","wp.com"
"desertherald.com","NG","i0.wp.com","US-CA","wp.com"
"desertherald.com","NG","i0.wp.com","US","wp.com"
"desertherald.com","NG","2.gravatar.com","US-CA","gravatar.com"
"desertherald.com","NG","s0.wp.com","US-CA","wp.com"
"desertherald.com","NG","i2.wp.com","US-CA","wp.com"
"diasporasaharaui-en.blogspot.com","EH","apis.google.com","US-CA","google."
"dieson.mobi","ZA","pubads.g.doubleclick.net","US-CA","doubleclick.net"
"diplomat.so","SO","stats.wp.com","US-CA","wp.com"
"diplomat.so","SO","secure.gravatar.com","US-CA","gravatar.com"
"diplomat.so","SO","i0.wp.com","US-CA","wp.com"
"diplomat.so","SO","s0.wp.com","US-CA","wp.com"
"diplomat.so","SO","i1.wp.com","US-CA","wp.com"
"diplomat.so","SO","i2.wp.com","US-CA","wp.com"
"eaglereporters.com","NG","www.google.com","US-CA","google."
"ecadforum.com","ET","s0.wp.com","US-CA","wp.com"
"ecadforum.com","ET","i0.wp.com","US-CA","wp.com"
"ecadforum.com","ET","i1.wp.com","US-CA","wp.com"
"ecadforum.com","ET","cdnjs.cloudflare.com","US","cloudflare.com"
"ecadforum.com","ET","i2.wp.com","US-CA","wp.com"
"ectv.org","ET","i0.wp.com","US","wp.com"
"ectv.org","ET","www.google.com","US","google."
"ectv.org","ET","i0.wp.com","US-CA","wp.com"
"ectv.org","ET","i2.wp.com","US-CA","wp.com"
"ectv.org","ET","www.google.com","US-CA","google."
"ectv.org","ET","i1.wp.com","US-CA","wp.com"
"edennewspaper.org","CM","www.google.com","US-CA","google."
"egypttoday.com","EG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"elmassar-ar.com","DZ","d31qbv1cthcecs.cloudfront.net","US-WA","cloudfront.net"
"elwaha-dz.com","DZ","s0.wp.com","US-CA","wp.com"
"elwaha-dz.com","DZ","s.gravatar.com","US-CA","gravatar.com"
"elwaha-dz.com","DZ","stats.wp.com","US-CA","wp.com"
"es.groups.yahoo.com","EH","s.yimg.com","GB","yimg."
"ethiopiaforums.com","ET","pagead2.googlesyndication.com","US-CA","googlesyndication."
"ethiopianreview.com","ET","stats.wp.com","US-CA","wp.com"
"ethiopianreview.com","ET","s0.wp.com","US-CA","wp.com"
"evasion.lepays.bf","BF","0.gravatar.com","US-CA","gravatar.com"
"evasion.lepays.bf","BF","s.gravatar.com","US-CA","gravatar.com"
"evasion.lepays.bf","BF","stats.wp.com","US-CA","wp.com"
"evasion.lepays.bf","BF","1.gravatar.com","US-CA","gravatar.com"
"evasion.lepays.bf","BF","2.gravatar.com","US-CA","gravatar.com"
"evasion.lepays.bf","BF","s0.wp.com","US-CA","wp.com"
"faso-actu.net","BF","www.google.com","US-CA","google."
"faso-actu.net","BF","secure.gravatar.com","US-CA","gravatar.com"
"flashpointnews.wordpress.com","NG","pixel.wp.com","US-CA","wp.com"
"flashpointnews.wordpress.com","NG","s0.wp.com","US-CA","wp.com"
"flashpointnews.wordpress.com","NG","flashpointnews.files.wordpress.com","US-CA","wordpress.com"
"flashpointnews.wordpress.com","NG","s1.wp.com","US-CA","wp.com"
"foroyaa.gm","GM","s0.wp.com","US-CA","wp.com"
"foroyaa.gm","GM","stats.wp.com","US-CA","wp.com"
"fourwaysreview.co.za","ZA","www.facebook.com","IE","facebook.com"
"fourwaysreview.co.za","ZA","www.google.com","US-CA","google."
"fr.alakhbar.info","MR","widgets.twimg.com","US","twimg.com"
"fr.alakhbar.info","MR","connect.facebook.net","IE","facebook.net"
"gabonreview.com","GA","i1.wp.com","US-CA","wp.com"
"gabonreview.com","GA","s0.wp.com","US-CA","wp.com"
"gabonreview.com","GA","i2.wp.com","US-CA","wp.com"
"gabonreview.com","GA","i0.wp.com","US-CA","wp.com"
"gabonreview.com","GA","stats.wp.com","US-CA","wp.com"
"gainako.com","GM","s.gravatar.com","US-CA","gravatar.com"
"gainako.com","GM","stats.wp.com","US-CA","wp.com"
"gainako.com","GM","s0.wp.com","US-CA","wp.com"
"germistoncitynews.co.za","ZA","www.facebook.com","IE","facebook.com"
"germistoncitynews.co.za","ZA","www.google.com","US-CA","google."
"ghheadlines.com","GH","i2.wp.com","US-CA","wp.com"
"gistyinka.net","NG","www.google.com","US-CA","google."
"globalvillageextra.com","NG","apis.google.com","US-CA","google."
"gnnliberia.com","LR","tpc.googlesyndication.com","US-CA","googlesyndication."
"gnnliberia.com","LR","s0.wp.com","US-CA","wp.com"
"goldenpennewspaper.blogspot.com","NG","apis.google.com","US-CA","google."
"guineeactu.info","GQ","img.youtube.com","US-CA","youtube."
"guineeactu.info","GQ","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"haatuf.net","SO","s0.wp.com","US-CA","wp.com"
"haatuf.net","SO","s.gravatar.com","US-CA","gravatar.com"
"haatuf.net","SO","stats.wp.com","US-CA","wp.com"
"happyghana.com","GH","www.google.com","US-CA","google."
"happyghana.com","GH","www.youtube.com","US-CA","youtube."
"hebdo.ahram.org.eg","EG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"hebdo.ahram.org.eg","EG","connect.facebook.net","IE","facebook.net"
"highwaymail.co.za","ZA","www.google.com","US-CA","google."
"highwaymail.co.za","ZA","www.facebook.com","IE","facebook.com"
"iharare.com","ZW","i2.wp.com","US-CA","wp.com"
"iharare.com","ZW","stats.wp.com","US-CA","wp.com"
"iharare.com","ZW","secure.gravatar.com","US-CA","gravatar.com"
"iharare.com","ZW","i1.wp.com","US-CA","wp.com"
"iharare.com","ZW","s0.wp.com","US-CA","wp.com"
"iharare.com","ZW","i0.wp.com","US-CA","wp.com"
"imvahonshya.co.rw","RW","pbs.twimg.com","US-AZ","twimg.com"
"imvahonshya.co.rw","RW","graph.facebook.com","IE","facebook.com"
"imvahonshya.co.rw","RW","scontent.xx.fbcdn.net","IE","fbcdn.net"
"imvahonshya.co.rw","RW","pbs.twimg.com","US-CA","twimg.com"
"imvahonshya.co.rw","RW","scontent.xx.fbcdn.net","US-TX","fbcdn.net"
"ireports-ng.com","NG","cdnjs.cloudflare.com","US","cloudflare.com"
"isoexpress.co.za","ZA","pubads.g.doubleclick.net","US-CA","doubleclick.net"
"isoexpress.co.za","ZA","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"itvradionigeria.com","NG","secure.gravatar.com","US-CA","gravatar.com"
"jamboleonews.blogspot.com","TZ","apis.google.com","US-CA","google."
"joburgeastexpress.co.za","ZA","www.google.com","US-CA","google."
"joburgeastexpress.co.za","ZA","www.facebook.com","IE","facebook.com"
"jornalf8.net","AO","secure.gravatar.com","FR","gravatar.com"
"jornalf8.net","AO","secure.gravatar.com","US-CA","gravatar.com"
"jornalf8.net","AO","secure.gravatar.com","US-TX","gravatar.com"
"kabyleuniversel.com","DZ","i2.wp.com","US-CA","wp.com"
"kabyleuniversel.com","DZ","s0.wp.com","US-CA","wp.com"
"kabyleuniversel.com","DZ","i1.wp.com","US-CA","wp.com"
"kabyleuniversel.com","DZ","i0.wp.com","US-CA","wp.com"
"kabyleuniversel.com","DZ","stats.wp.com","US-CA","wp.com"
"kampalasun.co.ug","UG","img.youtube.com","US-CA","youtube."
"kemptonexpress.co.za","ZA","www.facebook.com","IE","facebook.com"
"kemptonexpress.co.za","ZA","www.google.com","US-CA","google."
"krugersdorpnews.co.za","ZA","www.facebook.com","IE","facebook.com"
"krugersdorpnews.co.za","ZA","www.google.com","US-CA","google."
"kumasimail.com","GH","d3sxcf6d4hxjd9.cloudfront.net","US-WA","cloudfront.net"
"kwekwebiz.com","ZW","www.google.com","US-CA","google."
"ladysmithgazette.co.za","ZA","www.google.com","US-CA","google."
"ladysmithgazette.co.za","ZA","www.facebook.com","IE","facebook.com"
"laghouatinfo.net","DZ","facebook.com","IE","facebook.com"
"laghouatinfo.net","DZ","scontent-jnb1-1.xx.fbcdn.net","IE","fbcdn.net"
"laghouatinfo.net","DZ","static.xx.fbcdn.net","IE","fbcdn.net"
"lalternative-togo.com","TG","www.google.com","US-CA","google."
"lautrefraternite.com","BJ","apis.google.com","US-CA","google."
"lavoixdesidibelabbes.info","DZ","pagead2.googlesyndication.com","US-CA","googlesyndication."
"leadership.ng","NG","i2.wp.com","US-CA","wp.com"
"leadership.ng","NG","s0.wp.com","US-CA","wp.com"
"leadership.ng","NG","i0.wp.com","US-CA","wp.com"
"leadership.ng","NG","stats.wp.com","US-CA","wp.com"
"leboncoin.nu","MU","stats.wp.com","US-CA","wp.com"
"leboncoin.nu","MU","i1.wp.com","US-CA","wp.com"
"leboncoin.nu","MU","i2.wp.com","US-CA","wp.com"
"leboncoin.nu","MU","s0.wp.com","US-CA","wp.com"
"leboncoin.nu","MU","i0.wp.com","US-CA","wp.com"
"leboncoin.nu","MU","i1.wp.com","FR","wp.com"
"lecitoyendz.com","DZ","1.gravatar.com","US-CA","gravatar.com"
"lefaso.net","BF","pagead2.googlesyndication.com","US-CA","googlesyndication."
"lejournaldaffaire.com","DZ","www.youtube.com","US-CA","youtube."
"lepays.bf","BF","s0.wp.com","US-CA","wp.com"
"lepays.bf","BF","s.gravatar.com","US-CA","gravatar.com"
"lepays.bf","BF","stats.wp.com","US-CA","wp.com"
"lequotidienalgerie.org","DZ","1.gravatar.com","US-CA","gravatar.com"
"lequotidienalgerie.org","DZ","0.gravatar.com","US-CA","gravatar.com"
"lestimes.com","LS","i2.wp.com","US-CA","wp.com"
"lestimes.com","LS","i0.wp.com","US","wp.com"
"lestimes.com","LS","scontent-jnb1-1.cdninstagram.com","IE","cdninstagram.com"
"lestimes.com","LS","stats.wp.com","US-CA","wp.com"
"lestimes.com","LS","i0.wp.com","US-CA","wp.com"
"lestimes.com","LS","i1.wp.com","US-CA","wp.com"
"lestimes.com","LS","s0.wp.com","US-CA","wp.com"
"lestimes.com","LS","s.gravatar.com","US-CA","gravatar.com"
"letempstg.com","TG","s.gravatar.com","US-CA","gravatar.com"
"letempstg.com","TG","stats.wp.com","US-CA","wp.com"
"letempstg.com","TG","apis.google.com","US-CA","google."
"letempstg.com","TG","s0.wp.com","US-CA","wp.com"
"lindaikeji.blogspot.com","NG","apis.google.com","US-CA","google."
"lindaikeji.blogspot.com","NG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"lnt.ma","MA","www.facebook.com","IE","facebook.com"
"lobservateurdumaroc.info","MA","0.gravatar.com","US-CA","gravatar.com"
"lowvelder.co.za","ZA","www.facebook.com","IE","facebook.com"
"lowvelder.co.za","ZA","www.google.com","US-CA","google."
"lusakastar.com","ZM","i2.wp.com","US-FL","wp.com"
"lusakastar.com","ZM","graph.facebook.com","IE","facebook.com"
"lusakastar.com","ZM","s0.wp.com","US-CA","wp.com"
"lusakastar.com","ZM","i0.wp.com","US-CA","wp.com"
"lusakastar.com","ZM","i1.wp.com","US-CA","wp.com"
"lusakastar.com","ZM","i0.wp.com","US-FL","wp.com"
"lusakastar.com","ZM","connect.facebook.net","IE","facebook.net"
"lusakastar.com","ZM","i2.wp.com","US-CA","wp.com"
"majira-hall.blogspot.com","TZ","apis.google.com","US-CA","google."
"malawi24.com","MW","i0.wp.com","US-CA","wp.com"
"malawi24.com","MW","s0.wp.com","US-CA","wp.com"
"malawi24.com","MW","i1.wp.com","US-CA","wp.com"
"malawi24.com","MW","i2.wp.com","US-CA","wp.com"
"malawi24.com","MW","stats.wp.com","US-CA","wp.com"
"malawiana.net","MW","stats.wp.com","US-CA","wp.com"
"malawiana.net","MW","s.gravatar.com","US-CA","gravatar.com"
"malawiana.net","MW","i2.wp.com","US-CA","wp.com"
"malawiana.net","MW","s0.wp.com","US-CA","wp.com"
"malawiana.net","MW","1.gravatar.com","US-CA","gravatar.com"
"malawiana.net","MW","i0.wp.com","US-CA","wp.com"
"malawiana.net","MW","i1.wp.com","US-CA","wp.com"
"maliactu.net","ML","apis.google.com","US-CA","google."
"maravi.blogspot.com","ZM","apis.google.com","US-CA","google."
"maritzburgsun.co.za","ZA","www.facebook.com","IE","facebook.com"
"maritzburgsun.co.za","ZA","www.google.com","US-CA","google."
"marocpress.ma","MA","img.youtube.com","US-CA","youtube."
"mauritiustimes.com","MU","s0.wp.com","US-CA","wp.com"
"mauritiustimes.com","MU","i0.wp.com","US-CA","wp.com"
"mauritiustimes.com","MU","i1.wp.com","US-FL","wp.com"
"mauritiustimes.com","MU","stats.wp.com","US-CA","wp.com"
"mauritiustimes.com","MU","i1.wp.com","US-CA","wp.com"
"mauritiustimes.com","MU","i2.wp.com","US-CA","wp.com"
"mayotte.la1ere.fr","YT","maps.google.com","US-CA","google."
"mbc.intnet.mu","MU","apis.google.com","US-CA","google."
"mediamaxnetwork.co.ke","KE","ajax.cloudflare.com","US","cloudflare.com"
"mediamaxnetwork.co.ke","KE","amp.cloudflare.com","US","cloudflare.com"
"midrandreporter.co.za","ZA","www.google.com","US-CA","google."
"midrandreporter.co.za","ZA","www.facebook.com","IE","facebook.com"
"monroviainquirer.com","LR","scontent.xx.fbcdn.net","IE","fbcdn.net"
"monroviainquirer.com","LR","graph.facebook.com","IE","facebook.com"
"mtanzania.co.tz","TZ","apis.google.com","US-CA","google."
"mthathaexpress.co.za","ZA","pubads.g.doubleclick.net","US-CA","doubleclick.net"
"mthathaexpress.co.za","ZA","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"mubasher-misr.aljazeera.net","EG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"mutationsbf.net","BF","www.google.com","US-CA","google."
"nbs.ug","UG","2.gravatar.com","US-CA","gravatar.com"
"nehandaradio.com","ZW","ajax.cloudflare.com","US","cloudflare.com"
"nehandatv.com","ZW","ajax.cloudflare.com","US","cloudflare.com"
"new.elfagr.org","EG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"newcastleadvertiser.co.za","ZA","www.google.com","US-CA","google."
"newcastleadvertiser.co.za","ZA","www.facebook.com","IE","facebook.com"
"newctzen.com","SL","www.google.com","US-CA","google."
"news.google.com","BW","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","ET","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","ZA","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","UG","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","KE","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","TZ","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","NA","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","NG","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","EG","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","SN","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","ZW","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","MA","ssl.gstatic.com","US-CA","gstatic.com"
"news.google.com","GH","ssl.gstatic.com","US-CA","gstatic.com"
"news.maraviexpress.com","MW","s0.wp.com","US-CA","wp.com"
"news.maraviexpress.com","MW","s.gravatar.com","US-CA","gravatar.com"
"news.sudanvisiondaily.com","SD","www.google.com","US-CA","google."
"newsdiaryonline.com","NG","secure.gravatar.com","US-CA","gravatar.com"
"newsdiaryonline.com","NG","s0.wp.com","US-CA","wp.com"
"newslexpoint.com","UG","s.gravatar.com","US-CA","gravatar.com"
"newslexpoint.com","UG","stats.wp.com","US-CA","wp.com"
"newslexpoint.com","UG","www.google.com","US-CA","google."
"newslexpoint.com","UG","s0.wp.com","US-CA","wp.com"
"newslexpoint.com","UG","connect.facebook.net","IE","facebook.net"
"newsofthesouth.com","ZW","apis.google.com","US-CA","google."
"newzimbabwevision.com","ZW","connect.facebook.net","IE","facebook.net"
"nhasimugweru.blogspot.com","ZW","lh3.googleusercontent.com","US-CA","googleusercontent.com"
"nhasimugweru.blogspot.com","ZW","apis.google.com","US-CA","google."
"nigerianbeacon.com","NG","0.gravatar.com","US-CA","gravatar.com"
"nigerianbeacon.com","NG","1.gravatar.com","US-CA","gravatar.com"
"nigerianbeacon.com","NG","apis.google.com","US-CA","google."
"nigerianbeacon.com","NG","2.gravatar.com","US-CA","gravatar.com"
"nigerianinquirer.com","NG","www.google.com","US-CA","google."
"nigerianinquirer.com","NG","d1lxhc4jvstzrp.cloudfront.net","US-WA","cloudfront.net"
"nigeriantimes.ng","NG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"nigeriapoliticsonline.com","NG","1.gravatar.com","US-CA","gravatar.com"
"nigeriastandardnewspaper.com","NG","connect.facebook.net","IE","facebook.net"
"northcliffmelvilletimes.co.za","ZA","www.google.com","US-CA","google."
"northcliffmelvilletimes.co.za","ZA","www.facebook.com","IE","facebook.com"
"northeasterntribune.co.za","ZA","www.google.com","US-CA","google."
"northeasterntribune.co.za","ZA","www.facebook.com","IE","facebook.com"
"northglennews.co.za","ZA","www.facebook.com","IE","facebook.com"
"northglennews.co.za","ZA","www.google.com","US-CA","google."
"ntv.nation.co.ke","KE","img.youtube.com","US-CA","youtube."
"ntv.nation.co.ke","KE","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"ogavendor.com","NG","s0.wp.com","US-CA","wp.com"
"ogavendor.com","NG","s.gravatar.com","US-CA","gravatar.com"
"ogavendor.com","NG","stats.wp.com","US-CA","wp.com"
"opais.co.ao","AO","i0.wp.com","US-CA","wp.com"
"opais.co.ao","AO","i1.wp.com","US-CA","wp.com"
"opais.co.ao","AO","stats.wp.com","US-CA","wp.com"
"opais.co.ao","AO","s.gravatar.com","US-CA","gravatar.com"
"opais.co.ao","AO","i2.wp.com","US-CA","wp.com"
"opais.co.ao","AO","s0.wp.com","US-CA","wp.com"
"patsakacommunityradio.org","ZW","s0.wp.com","US-CA","wp.com"
"patsakacommunityradio.org","ZW","s.gravatar.com","US-CA","gravatar.com"
"patsakacommunityradio.org","ZW","stats.wp.com","US-CA","wp.com"
"polokwaneexpress.co.za","ZA","www.facebook.com","IE","facebook.com"
"polokwaneexpress.co.za","ZA","www.google.com","US-CA","google."
"pulse.ng","NG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"radiookapi.net","CD","lh5.googleusercontent.com","US-CA","googleusercontent.com"
"radiookapi.net","CD","cdnjs.cloudflare.com","US","cloudflare.com"
"radiookapi.net","CD","lh4.googleusercontent.com","US-CA","googleusercontent.com"
"radiookapi.net","CD","lh6.googleusercontent.com","US-CA","googleusercontent.com"
"radiookapi.net","CD","lh3.googleusercontent.com","US-CA","googleusercontent.com"
"radioonefm90.com","UG","connect.facebook.net","IE","facebook.net"
"randburgsun.co.za","ZA","www.google.com","US-CA","google."
"randburgsun.co.za","ZA","www.facebook.com","IE","facebook.com"
